M&A SDC Deal Number,Date Announced,Target Full Name,Acquiror Full Name,Date Effective,Acquiror 6-digit CUSIP,Target 6-digit CUSIP,SDC Deal No
2697326020,10/23/2014,Old National Bancorp,Old National Bancorp,01/31/2016,680033,680033,2697326020
3013445040,10/23/2014,Cia Agropecuaria Copeval SA,International Finance Corp,10/23/2014,450440,20395E,3013445040
2688079020,10/22/2014,"Independence Bank,Newport Beach,Califonia",Pacific Premier Bancorp Inc,01/27/2015,69478X,45340P,2688079020
2688093020,10/22/2014,BTU International Inc,Amtech Systems Inc,01/30/2015,032332,056032,2688093020
2688255040,10/22/2014,Bavarian Nordic A/S,Johnson & Johnson Development Corp,10/29/2014,47816B,071771,2688255040
2691322020,10/22/2014,Magellan Health Inc,Magellan Health Inc,10/21/2015,6C6566,6C6566,2691322020
2694365020,10/22/2014,Murphy USA Inc,Murphy USA Inc,09/30/2015,626755,626755,2694365020
2695288020,10/22/2014,TriState Capital Holdings Inc,TriState Capital Holdings Inc,09/30/2015,89678F,89678F,2695288020
2687959040,10/21/2014,Royal Imtech NV,BlackRock Inc,10/21/2014,09247X,45299L,2687959040
2690139020,10/21/2014,UniTek Global Services Inc,Creditors,01/13/2015,22542Z,91324T,2690139020
2691766020,10/21/2014,Synovus Financial Corp,Synovus Financial Corp,12/31/2014,87161C,87161C,2691766020
2696903020,10/21/2014,"AJS Bancorp Inc,Midlothian, Illinois","AJS Bancorp Inc,Midlothian, Illinois",03/13/2015,00150P,00150P,2696903020
2679868020,10/20/2014,Primary Energy Recycling Corp,Investor Group,12/17/2014,46145M,74158U,2679868020
2687324020,10/20/2014,Metro Bancshares Inc,ServisFirst Bancshares Inc,02/02/2015,7A5631,59160C,2687324020
2700088020,10/20/2014,Fifth Third Bancorp,Fifth Third Bancorp,01/06/2015,316773,316773,2700088020
2686803020,10/16/2014,First America Holdings Corp,HCBF Holding Co Inc,05/08/2015,40731R,319476,2686803020
2685880020,10/15/2014,Penford Corp,Ingredion Inc,03/11/2015,457187,707051,2685880020
2685925020,10/15/2014,Greater Sacramento Bancorp,"AmericanWest Bank NA,Spokane, Washington",02/03/2015,03085P,39233Q,2685925020
2685804020,10/14/2014,Tribune Media Co,Tribune Media Co,12/31/2015,896047,896047,2685804020
2686044020,10/14/2014,P&F Industries Inc,P&F Industries Inc,10/14/2014,692830,692830,2686044020
2684802040,10/13/2014,Synergy Health PLC,STERIS Corp,11/02/2015,859152,87375V,2684802040
2684890020,10/13/2014,Atlas Pipeline Partners LP,Targa Resources Partners LP,02/27/2015,87611X,049392,2684890020
2684911020,10/13/2014,Atlas Energy LP,Targa Resources Corp,02/27/2015,87612G,04930A,2684911020
2684968020,10/10/2014,Blackrock Enhanced Government Fund Inc,Blackrock Enhanced Government Fund Inc,11/18/2014,09255K,09255K,2684968020
2683982020,10/09/2014,Dawson Geophysical Co,TGC Industries Inc,02/11/2015,872417,239359,2683982020
2684357020,10/09/2014,Trump Entertainment Resorts Inc,Creditors,02/26/2016,22542Z,89816T,2684357020
2682467020,10/06/2014,Durata Therapeutics Inc,Actavis PLC,11/17/2014,G0083B,26658A,2682467020
2684150040,10/06/2014,TonenGeneral Sekiyu KK,Mobil Oil Exploration & Production Southeast Inc,10/09/2014,60708L,89030P,2684150040
2685430020,10/06/2014,Quicksilver Resources Inc,Bondholders,09/01/2016,09788F,74837R,2685430020
2682158020,10/05/2014,CareFusion Corp,Becton Dickinson & Co,03/17/2015,075887,14170T,2682158020
2682314020,10/03/2014,Epsilon Energy Ltd,Epsilon Energy Ltd,10/05/2015,294375,294375,2682314020
2682573020,10/03/2014,"Bank Reale,Pasco,Washington","Beo Bancorp,Heppner,Oregon",03/03/2015,08347Y,064554,2682573020
2682713020,10/03/2014,Radioshack Corp,Creditors,10/07/2015,22542Z,750438,2682713020
2681191020,10/01/2014,Oiltanking Partners LP,Enterprise Products Partners LP,10/01/2014,293792,678049,2681191020
2681208020,10/01/2014,Oiltanking Partners LP,Enterprise Products Partners LP,02/13/2015,293792,678049,2681208020
2680689020,09/30/2014,Move Inc,News Corp,11/14/2014,65249B,62458M,2680689020
2681821020,09/30/2014,Red Hat Inc,Red Hat Inc,02/27/2015,756577,756577,2681821020
2724965040,09/30/2014,O'KEY Group SA,Templeton Developing Markets Trust,09/30/2014,6C0822,40271R,2724965040
2662338020,09/29/2014,TIBCO Software Inc,Vista Equity Partners Management LLC,12/05/2014,93030H,88632Q,2662338020
2679703020,09/29/2014,Ambit Biosciences Corp,Charge Acquisition Corp,11/11/2014,3C5195,02318X,2679703020
2679880020,09/29/2014,Einstein Noah Restaurant Group Inc,Investor Group,11/05/2014,46145M,28257U,2679880020
2680544020,09/29/2014,FEDEX Corp,FEDEX Corp,12/31/2015,31428X,31428X,2680544020
2680963020,09/29/2014,Sanomedics International Holdings Inc,Creditors,10/21/2014,22542Z,801063,2680963020
3230009020,09/29/2014,Ikanos Communications Inc,Tallwood Venture Capital,09/29/2014,87742W,45173E,3230009020
3230010020,09/29/2014,Ikanos Communications Inc,Alcatel-Lucent Usa Inc.,09/29/2014,99288R,45173E,3230010020
2680104020,09/27/2014,Simplicity Bancorp Inc (WAS 483056),HomeStreet Inc,03/01/2015,43785V,828867,2680104020
2678607020,09/25/2014,LipoScience Inc,Labcorp Holdings Inc,11/20/2014,50540R,53630M,2678607020
2678949020,09/25/2014,CMS Bancorp Inc,"Putnam County Savings Bank,Brewster,New York",04/28/2015,76736Y,12600U,2678949020
2679062020,09/25/2014,"Mechanics Bank of Richmond,Richmond,California",Ford Financial Fund II LP,04/30/2015,34525Z,583614,2679062020
2679148040,09/25/2014,Country Bird Holdings Ltd,Black River Food Fund 2 LP,11/28/2014,3C1679,22305M,2679148040
2678039020,09/24/2014,Snow Summit Ski Corp,Mammoth Mountain Ski Area LLC,03/06/2015,56156X,833353,2678039020
2679064020,09/24/2014,Alamo Group Inc,Alamo Group Inc,09/25/2014,011311,011311,2679064020
2677807020,09/23/2014,"Peoples Bancorp of North Carolina Inc,Newton,North Carolina","Peoples Bancorp of North Carolina Inc,Newton,North Carolina",03/31/2016,710577,710577,2677807020
2677056020,09/22/2014,Viasystems Group Inc,TTM Technologies Inc,06/01/2015,87305R,92553H,2677056020
2670189020,09/18/2014,Concur Technologies Inc,SAP America Inc,12/04/2014,78389C,206708,2670189020
2676273020,09/18/2014,WSFS Financial Corp,WSFS Financial Corp,10/29/2015,929328,929328,2676273020
2675659020,09/17/2014,Prudential Bancorp Inc,Prudential Bancorp Inc,07/15/2015,74431A,74431A,2675659020
2675070020,09/16/2014,Glimcher Realty Trust,Washington Prime Group Inc,01/15/2015,939647,379302,2675070020
2675174020,09/16/2014,Auxilium Pharmaceuticals Inc,Endo International PLC,01/29/2015,G30401,05334D,2675174020
2682771040,09/15/2014,Cameleon Software SA,Pros Holdings Inc,10/30/2014,74346Y,00460Z,2682771040
2683640040,09/12/2014,CTT Systems AB,B/E Aerospace Inc,10/08/2014,073302,12782C,2683640040
2673697020,09/11/2014,Taminco Corp,Eastman Chemical Co,12/05/2014,277432,87509U,2673697020
2673763020,09/11/2014,Conversant Inc,Alliance Data Systems Corp,12/10/2014,018581,21249J,2673763020
2673579020,09/10/2014,Colonial Financial Services Inc,Cape Bancorp Inc,04/01/2015,139209,19566B,2673579020
2673260020,09/09/2014,GFI Group Inc,BGC Partners Inc,02/27/2015,05541T,361652,2673260020
2673303020,09/09/2014,Vera Bradley Inc,Vera Bradley Inc,10/31/2015,92335C,92335C,2673303020
2672104020,09/08/2014,Multimedia Games Holding Co Inc,Global Cash Access Holdings Inc,12/19/2014,378967,625453,2672104020
2672213020,09/08/2014,Bank of Kentucky Financial Corp,BB&T Corp,06/22/2015,054937,062896,2672213020
2672223020,09/08/2014,Annies Inc,General Mills Inc,10/21/2014,370334,03600T,2672223020
2670503040,09/03/2014,Stream Oil & Gas Ltd,TransAtlantic Petroleum Ltd,11/18/2014,G89982,86323Y,2670503040
2670665020,09/03/2014,Deer Valley Corp,Peerless Homes Corp,10/06/2014,2Q9126,244196,2670665020
2671080020,09/03/2014,Bolt Technology Corp,Teledyne Technologies Inc,11/18/2014,879360,097698,2671080020
2671603020,09/03/2014,American Bank Holdings Inc,Congressional Bancshares Inc,12/31/2015,9A2053,024341,2671603020
2673481040,09/03/2014,Quantech Electronics Corp,Signal Bay Research,09/03/2014,2C8182,747908,2673481040
2710085020,09/03/2014,Novatel Wireless Inc,HC2 Holdings Inc,09/03/2014,404139,66987M,2710085020
2501560020,09/02/2014,Compuware Corp,Thoma Bravo LP,12/15/2014,88774R,205638,2501560020
2670034020,09/02/2014,Harry & David Holdings Inc,1-800-Flowers.com Inc,09/30/2014,68243Q,41587A,2670034020
2670080020,09/02/2014,XRS Corp,Omnitracs LLC,10/31/2014,2C6359,983845,2670080020
2670179020,09/02/2014,Brown & Brown Inc,Brown & Brown Inc,10/31/2014,115236,115236,2670179020
2669994040,09/01/2014,Perform Group PLC,AI PG LLC,12/02/2014,2C6297,71399C,2669994040
2669983040,08/31/2014,Egyptian Co for Food SAE,Kellog Co,01/15/2015,487836,4A4423,2669983040
4236321020,08/31/2014,Apple Inc,Apple Inc,02/28/2015,037833,037833,4236321020
2668564020,08/28/2014,Cobra Electronics Corp,Monomoy Capital Partners II LP,10/09/2014,60606W,191042,2668564020
2668662020,08/27/2014,"Phoenix Bancorp Inc,Millersburg,Pennsylvania",Mid Penn Bancorp Inc,03/02/2015,59540G,719010,2668662020
2670000020,08/27/2014,Education Management Corp,Creditors,04/14/2015,22542Z,28139T,2670000020
2667214020,08/25/2014,MainStreet BankShares Inc,American National Bankshares Inc,01/01/2015,027745,56063E,2667214020
2666973040,08/24/2014,Tim Hortons Inc,Burger King Worldwide Inc,12/12/2014,7N0944,88706M,2666973040
2666755020,08/22/2014,Peregrine Semiconductor Corp,Murata Electronics North America Inc,12/12/2014,62639J,71366R,2666755020
2666439020,08/21/2014,Schuff International Inc,HC2 Holdings Inc,10/14/2014,404139,808156,2666439020
2667154040,08/21/2014,CHC Group Ltd,Clayton Dubilier & Rice LLC,12/16/2014,18385T,G07021,2667154040
2666236020,08/20/2014,Fair Isaac Corp,Fair Isaac Corp,07/31/2016,303250,303250,2666236020
2667141040,08/20/2014,Western Graphite Inc,Guelph Partners LLC,08/20/2014,2C4897,95829V,2667141040
2630987020,08/19/2014,Elizabeth Arden Inc,Rhone Capital LLC,10/01/2014,76247L,28660G,2630987020
2710134040,08/19/2014,India Resources Ltd,Resource Capital Fund VI LP,11/03/2014,4A7171,46508R,2710134040
2665406020,08/18/2014,Skilled Healthcare Group Inc,Genesis HealthCare LLC,02/02/2015,37184D,83066R,2665406020
2669542020,08/18/2014,SWK Holdings Corp,Carlson Capital LP,12/31/2016,14225A,483600,2669542020
2666505020,08/14/2014,Scansource Inc,Scansource Inc,03/31/2016,806037,806037,2666505020
2664137040,08/13/2014,HealthLease Properties Real Estate Investment Trust,Health Care REIT Inc,11/19/2014,42217K,422239,2664137040
2664206020,08/13/2014,Weyerhaeuser Co,Weyerhaeuser Co,10/30/2015,962166,962166,2664206020
2663760020,08/12/2014,Fortegra Financial Corp,Tiptree Financial Inc,12/04/2014,88822Q,34954W,2663760020
2664914020,08/12/2014,STR Holdings Inc,Zhen Fa New Energy(US)Co Ltd,12/15/2014,2C3433,78478V,2664914020
2671031040,08/11/2014,AS Roma SpA,Raptor Holdco LLC,08/11/2014,5A3457,77580A,2671031040
3098756020,08/11/2014,EnPro Industries Inc,EnPro Industries Inc,09/15/2014,29355X,29355X,3098756020
2663270020,08/10/2014,El Paso Pipeline Partners LP,Kinder Morgan Inc,11/26/2014,49456B,283702,2663270020
2667598020,08/10/2014,Kinder Morgan Energy Partners LP,Kinder Morgan Inc,11/26/2014,49456B,494550,2667598020
2667612020,08/10/2014,Kinder Morgan Management LLC,Kinder Morgan Inc,11/26/2014,49456B,49455U,2667612020
2645519040,08/07/2014,Lululemon Athletica Inc,Advent International Corp,10/07/2014,00790X,550021,2645519040
2662229020,08/07/2014,Cooper Tire & Rubber Co,Cooper Tire & Rubber Co,02/23/2015,216831,216831,2662229020
2662702020,08/07/2014,Siuslaw Financial Group Inc,Banner Corp,03/09/2015,06652V,829890,2662702020
2671208020,08/07/2014,Nitro Petroleum Inc,Core Resource Management Holding Co,12/18/2014,2C6934,65478E,2671208020
2662485020,08/06/2014,Handy & Harman Ltd,Handy & Harman Ltd,09/05/2014,410306,410306,2662485020
2661725020,08/05/2014,Potbelly Corp,Potbelly Corp,09/08/2015,73758E,73758E,2661725020
2661901020,08/05/2014,Peoples Federal Bancshares Inc,"Independent Bank Corp,Ionia,MI",02/20/2015,453838,711037,2661901020
2662544020,08/05/2014,WebMD Health Corp,WebMD Health Corp,10/04/2014,94770V,94770V,2662544020
2661170020,08/04/2014,Pike Corp,Investor Group,12/22/2014,46145M,721283,2661170020
2661185020,08/04/2014,Symmetry Medical Inc,Tecomet Inc,12/05/2014,87878E,871546,2661185020
2661685020,08/04/2014,NB&T Financial Group Inc,"Peoples Bancorp Inc,Marietta,Ohio",03/06/2015,709789,62874M,2661685020
2660504020,08/01/2014,Bally Technologies Inc,Scientific Games Corp,11/21/2014,3J0123,05874B,2660504020
2660233020,07/31/2014,Intervest Bancshares Corp,Bank of the Ozarks Inc,02/10/2015,063904,460927,2660233020
2660130020,07/30/2014,Journal Communications Inc,EW Scripps Co,04/01/2015,811054,481130,2660130020
2660611020,07/30/2014,The Hartford Financial Services Group Inc,The Hartford Financial Services Group Inc,12/31/2014,416515,416515,2660611020
2675585020,07/30/2014,Everyware Global Inc,Monomoy Capital Partners LP,07/30/2014,2C9447,300439,2675585020
2659575040,07/29/2014,Nobel Biocare Holding AG,Danaher Corp,12/11/2014,235851,65593X,2659575040
2667134040,07/29/2014,Western Graphite Inc,Guelph Partners LLC,07/29/2014,2C4897,95829V,2667134040
2648357020,07/28/2014,Family Dollar Stores Inc,Dollar Tree Inc,07/06/2015,256746,307000,2648357020
2658318020,07/28/2014,Trulia Inc,Zillow Inc,02/17/2015,98954A,897888,2658318020
2663287020,07/28/2014,AOL Inc,AOL Inc,03/31/2015,00184X,00184X,2663287020
2676884040,07/25/2014,Tuckamore Capital Management Inc,Orange Capital LLC,08/01/2014,3A0858,898644,2676884040
2658257020,07/24/2014,QR Energy LP,Breitburn Energy Partners LP,11/19/2014,106776,74734R,2658257020
2658416020,07/24/2014,American Airlines Group Inc,American Airlines Group Inc,01/27/2015,02376R,02376R,2658416020
2658568020,07/24/2014,Hancock Holding Co,Hancock Holding Co,03/31/2015,410120,410120,2658568020
2666797020,07/24/2014,CannaSys Inc,Thermal Tennis Inc,08/15/2014,2C4634,2C4636,2666797020
2691698020,07/24/2014,Boart Longyear Ltd,Centerbridge Partners LP,07/24/2014,15186E,096640,2691698020
2658579020,07/23/2014,Intermountain Community Bancorp,Columbia Banking System Inc,11/01/2014,197236,45881M,2658579020
2658953020,07/23/2014,Susquehanna Bancshares Inc,Susquehanna Bancshares Inc,10/01/2014,869099,869099,2658953020
2657786020,07/22/2014,Madison Bancorp Inc,Codorus Valley Bancorp Inc,01/16/2015,192025,55660D,2657786020
2658123020,07/22/2014,8x8 Inc,8x8 Inc,02/19/2015,282914,282914,2658123020
2712413020,07/22/2014,Airspan Networks Inc,Oak Investment Partners XI LP,07/22/2014,67275X,00950H,2712413020
2657810020,07/21/2014,Altria Group Inc,Altria Group Inc,07/01/2015,02209S,02209S,2657810020
2657832020,07/21/2014,Cadence Design Systems Inc,Cadence Design Systems Inc,04/27/2015,127387,127387,2657832020
2661173040,07/21/2014,Safari Industries (India) Ltd,Tano India Pvt Equity Fund II,07/21/2014,8A3796,78205N,2661173040
2666600020,07/21/2014,FBR & Co,FBR & Co,08/20/2014,30247C,30247C,2666600020
2657829040,07/18/2014,Repco Home Finance Ltd,SmallCap World Fund Inc,07/18/2014,83191R,76033X,2657829040
2657867020,07/18/2014,ASB Bancorp Inc,ASB Bancorp Inc,07/18/2014,00213T,00213T,2657867020
2656678020,07/17/2014,Design Within Reach Inc,Herman Miller Inc,07/28/2014,600544,250557,2656678020
2656716020,07/17/2014,National Bank Holdings Corp,National Bank Holdings Corp,10/21/2014,633708,633708,2656716020
2657257020,07/17/2014,"Santa Clara Valley Bank NA,Santa Paula,California",Bank Of The Sierra,11/14/2014,82620P,801678,2657257020
2655953020,07/15/2014,Rockwood Holdings Inc,Albemarle Corp,01/12/2015,012653,774415,2655953020
2655992020,07/15/2014,Bed Bath & Beyond Inc,Bed Bath & Beyond Inc,12/31/2014,075896,075896,2655992020
2656033020,07/15/2014,ZipRealty Inc,Realogy Holdings Corp,08/14/2014,75605Y,98974V,2656033020
2656829020,07/15/2014,Franklin Financial Corp,TowneBank,01/02/2015,89214P,35353C,2656829020
2655375020,07/13/2014,URS Corp,AECOM Technology Corp,10/17/2014,00766T,903236,2655375020
2655377020,07/13/2014,Kodiak Oil & Gas Corp,Whiting Petroleum Corp,12/08/2014,966387,50015Q,2655377020
2614332020,07/11/2014,Lorillard Inc,Reynolds American Inc,06/12/2015,761713,544147,2614332020
2655526020,07/11/2014,Crumbs Bake Shop Inc,Lemonis Fischer Acquisition Co LLC,08/30/2014,1C7662,228803,2655526020
2656568040,07/10/2014,Terra SA,Equimaxx LLC,07/10/2014,1C8389,86040M,2656568040
2654605020,07/09/2014,Eaton Vance Corp,Eaton Vance Corp,04/15/2015,278265,278265,2654605020
2654611020,07/09/2014,GSI Technology Inc,GSI Technology Inc,08/06/2014,36241U,36241U,2654611020
2654912020,07/09/2014,Select Income REIT,Investor Group,07/09/2014,46145M,81618T,2654912020
2654157020,07/08/2014,Great Lakes Financial Resources Inc,"First Midwest Bancorp Inc,Chicago,Illinois",12/08/2014,320867,39061P,2654157020
2656202020,07/08/2014,Calpine Corp,Calpine Corp,07/31/2014,131347,131347,2656202020
2666913040,07/08/2014,China Premium Lifestyle Enterprise Inc,CPLY Acquisition Corp,09/25/2014,2C4715,16947V,2666913040
2804671040,07/08/2014,Artnews SA,Skate Capital Corp,07/08/2014,6A6672,3C4158,2804671040
2653517040,07/07/2014,Wotif.com Holdings Ltd,Expedia Inc,11/13/2014,30212P,98212Y,2653517040
2653525040,07/05/2014,Wotif.com Holdings Ltd,Expedia Inc,07/05/2014,30212P,98212Y,2653525040
2653098020,07/03/2014,Cricket Media Group Ltd,ZG Ventures LLC,07/03/2014,5A6058,268791,2653098020
2653626020,07/03/2014,FNBM Financial Corp,GNB Financial Services Inc,03/27/2015,36208B,30253D,2653626020
2652569020,07/02/2014,Vitacost.com Inc,Kroger Co,08/18/2014,501044,92847A,2652569020
2652816040,07/02/2014,Lamda Development Sa,Blackstone Capital Partners LP,07/02/2014,1P0952,51284Z,2652816040
2659356020,07/01/2014,Imaging Diagnostic Systems Inc,Viable International Investments LLC,08/04/2014,2C0116,45244W,2659356020
2651883020,06/30/2014,Enventis Corp,Consolidated Communications Holdings Inc,10/16/2014,209034,29402J,2651883020
2651932020,06/30/2014,Sport Chalet Inc,Vestis Retail Group LLC,08/18/2014,1C5487,849163,2651932020
2661120020,06/30/2014,Whole Foods Market Inc,Whole Foods Market Inc,01/17/2016,966837,966837,2661120020
2689760020,06/30/2014,Metalico Inc,Bondholders,10/21/2014,09788F,591176,2689760020
2697528020,06/27/2014,Lamar Advertising Co,Lamar Advertising REIT Co,11/18/2014,4C2483,512815,2697528020
2650979020,06/26/2014,Wireless Ronin Technologies Inc,Creative Realities LLC,08/21/2014,1C4825,97652A,2650979020
2654949020,06/26/2014,The Manitowoc Co Inc,Relational Investors LLC,06/26/2014,75945X,563571,2654949020
2650050020,06/25/2014,Medical Action Industries Inc,Owens & Minor Inc,10/01/2014,690732,58449L,2650050020
2651685020,06/25/2014,American Apparel Inc,Standard General LP,06/27/2014,85341V,023850,2651685020
2652661020,06/25/2014,Monsanto Co,Monsanto Co,06/25/2015,61166W,61166W,2652661020
2649590020,06/24/2014,Georgia-Carolina Bancshares Inc,State Bank Financial Corp,01/01/2015,856190,373145,2649590020
2646955020,06/23/2014,MICROS Systems Inc,Oracle Corp,09/08/2014,68389X,594901,2646955020
2648906020,06/23/2014,Integrys Energy Group Inc,Wisconsin Energy Corp,06/29/2015,976657,45822P,2648906020
2649022020,06/23/2014,PLX Technology Inc,Avago Technologies Ltd,08/12/2014,Y0486S,693417,2649022020
2649518020,06/23/2014,Tortoise Energy Capital Corp,Tortoise Energy Infrastructure Corp,06/23/2014,89147L,89147U,2649518020
2649526020,06/23/2014,Tortoise North American Energy Corp,Tortoise Energy Infrastructure Corp,06/23/2014,89147L,89147T,2649526020
2651636040,06/20/2014,OAO Slavneft'-Yaroslavnefteorgsintez,Undisclosed Private Acquiror,06/20/2014,9044VA,83244Q,2651636040
2648399020,06/19/2014,Charter Financial Corp,Charter Financial Corp,09/23/2014,16122M,16122M,2648399020
2647785040,06/18/2014,Cellectis SA,Pfizer Inc,08/15/2014,717081,15117K,2647785040
2646863020,06/17/2014,Universal Insurance Holdings Inc,Universal Insurance Holdings Inc,09/25/2014,91359V,91359V,2646863020
2712415020,06/17/2014,Airspan Networks Inc,Oak Investment Partners XI LP,06/17/2014,67275X,00950H,2712415020
